Zaloznik,zanr1,zanr2,esbr 
Vicious,Sci-Fi,Arcade,T
Prope,Fishing,Fishing,E
Koei,Turn-Based,Historic,
WXP,Tactical,Modern,
Argonaut,Racing,Futuristic,T
Team,Strategy,General,T
Sonic,Fighting,2D,E
Acclaim,Racing,Futuristic,T
Eden,Action Adventure,Fantasy,T
Ubisoft,Racing,Futuristic,E
Ellipse,General,General,E
Funcom,Action Adventure,Survival,
Jupiter,Role-Playing,Action RPG,
EA,Virtual,Virtual Life,E
Zojoi,Adventure,General,
NinjaBee,General,Tactics,E
HD,Modern,Tactics,T
People,First-Person,Fantasy,M
Bloober,Action Adventure,Survival,M
Yuke,Combat,Wrestling,T
Skip,Puzzle,General,E
Creatures,General,General,E
Playbrains,General,General,
Electronic,Action Adventure,Fantasy,
The,Adventure,General,
Irrational,Sci-Fi,Arcade,RP
EA,Sim,Sim,E
Ubisoft,Military,Tactics,T
Treyarch,First-Person,Arcade,M
Infinity,Modern,Arcade,M
DESTINYbit,Real-Time,General,
Tri,Role-Playing,Japanese-Style,T
EA,Sim,Sim,E
Coresoft,Gambling,Gambling,T
THQ,Combat,Wrestling,T
Tokyo,Role-Playing,Japanese-Style,
Digital,Action,General,E
Nintendo,Light Gun,Light Gun,T
Tate,Vehicle,Combat,
5TH,2D,2D,
Infinity,Modern,Arcade,M
MachineGames,First-Person,Arcade,M
The,Role-Playing,Japanese-Style,E
Daedalic,General,Tactics,
Raw,Adventure,General,
AREA35,Turn-Based,Tactics,
Backbone,Scrolling,Vertical,
Koei,Action,3D,T
Exordium,,,
Ninja,Fantasy,Linear,M
Beenox,Fantasy,3D,T
Maxis,Miscellaneous,Virtual Life,T
Digital,Miscellaneous,Compilation,E
SCEA,,,T
Secret,General,Fantasy,T
Crystal,Platformer,3D,T
Terminal,Driving,Car Combat,M
Strategy,Sci-Fi,General,T
Prograph,Third-Person,Fantasy,T
Wow,Nature,Fishing,E
THQ,Action Adventure,Fantasy,E
Digital,Platformer,2D,E
Krome,Platformer,3D,E
3000AD,General,General,T
Ubisoft,Action,General,E
Tecmo,Rhythm,Dancing,E
Zono,General,General,T
Volition,Action Adventure,Open-World,M
WhiteMoon,Action,General,T
Three,Arcade,Automobile,
Asobo,Adventure,General,
Marvelous,General,Management,E
NCSOFT,Role-Playing,Massively Multiplayer,M
Darkworks,Action Adventure,Horror,M
Sanzaru,Shooter,Light Gun,
Dan,3D,First-Person,
Zen,Team,Futuristic,
Artifex,Puzzle,Hidden Object,T
Vogster,Modern,Arcade,M
Milestone,Motorcycle,Street,
RideonJapan,Compilation,Tactics,T
Ganbarion,Action,General,T
Seaven,Platformer,2D,
Konami,Horror,Survival,M
White,Third-Person,Fantasy,T
EA,Sim,Sim,E
Spiders,General,Western-Style,M
Sting,General,Tactics,T
Nippon,2D,2D,T
Frontier,Management,Tycoon,E
Pwnee,2D,2D,T
Hermes,Strategy,Management,E
Tripwire,Light Gun,Arcade,M
Sand,Action,General,T
AHEARTFULOFGAMES,Action,General,
Toxic,Puzzle,Logic,T
TURBOGUN,Platformer,2D,
Okugi,General,Defense,
Konami,General,Fantasy,T
Sumo,Formula One,Automobile,E
Bongfish,Snowboarding,Snowboarding,T
Frogwares,General,General,T
Sandlot,Sci-Fi,Arcade,M
Aqua,Turn-Based,General,M
Digital,2D,2D,E
Omega,Action,3D,T
Terminal,Compilation,Compilation,T
Climax,General,Fantasy,T
Asobo,General,General,E
Bandai,3D,Combat,T
RED,General,General,E
IMGN,Action RPG,Open-World,
Picomy,Action,General,E
Enigami,Role-Playing,Action RPG,
OSome,Action Adventure,Survival,M
Black,Platformer,2D,T
Stickmen,General,General,E
SCEE,Soccer,Sim,E
EA,Stock Car,Automobile,E
Canal,Fantasy,Modern,M
Eurocom,Miscellaneous,Party,E
id,First-Person,Western-Style,T
Treyarch,General,General,T
Cavia,Action RPG,Action RPG,M
Wicked,Fantasy,Fantasy,E
Stormind,Action Adventure,Survival,M
Blue,Platformer,3D,
Q,Action,General,
EnjoyUp,2D,2D,
White,Third-Person,Modern,T
Midway,Arcade,Arcade,M
EA,First-Person,Tactical,T
Traveller,Action Adventure,Fantasy,T
Studio,Fighting,3D,M
Rebellion,Third-Person,Arcade,T
UNKNOWN,Fighting,2D,
TT,General,Fantasy,
EA,3D,3D,M
Koch,Arcade,Automobile,E
Gearbox,First-Person,Arcade,T
Telltale,3D,Third-Person,
Oldblood,,,
EA,Kart,Automobile,E
First,Vehicle,Combat,T
Splash,Sci-Fi,Arcade,T
Sigil,Fantasy,Fantasy,T
Appeal,General,Open-World,T
Blue,Action Adventure,Open-World,T
ACE,General,General,
Success,Puzzle,Logic,E
Rainbow,Simulation,Automobile,E
BottleRocket,,,M
EA,Arcade,Arcade,E
Exient,Sim,Sim,E
Ubisoft,Tactical,Modern,M
Sony,,,E
From,Adventure,General,T
Free,Platformer,2D,M
LGK,Action,General,
Jupiter,Logic,Logic,E
EA,Management,Management,E
Next,Static,Top-Down,E
Capcom,Action RPG,Compilation,E
Capcom,Role-Playing,Action RPG,E
EA,First-Person,Historic,T
Avalanche,Platformer,3D,E
From,Role-Playing,General,T
Game,Platformer,2D,E
Attention,Motorcycle,Street,E
Capcom,Sci-Fi,Arcade,T
Sandlot,Sci-Fi,Arcade,T
Bandai,Role-Playing,Japanese-Style,T
Altron,General,Sandbox,E
Team,General,3D,M
Backbone,Static,Top-Down,E
Right,Platformer,3D,E
Gentlymad,Platformer,2D,T
Team,General,General,
Artoon,Platformer,3D,E
Sting,Role-Playing,Japanese-Style,T
Magic,General,Fantasy,E
Playtonic,Platformer,3D,
Konami,Turn-Based,Fantasy,T
Saber,Basketball,Arcade,E
Born,Flight,Combat,
Llamasoft,Static,Top-Down,E
Eurocom,Platformer,3D,
EA,General,Fantasy,
Household,Action,2D,T
Turbine,Real-Time,MOBA,T
Capcom,Sci-Fi,Arcade,T
Iridon,Parlor,Pinball,E
Namco,Puzzle,General,
Access,Horror,Open-World,M
QubicGames,Futuristic,Futuristic,E
Synetic,Simulation,Automobile,E
Tarsier,2D,2D,
Playwood,Turn-Based,Tactics,
Carbon,Shooter,Light Gun,
Monumental,Street,Street,E
Teotl,General,Fantasy,M
Vitamin,Puzzle,General,E
Cranky,Action Adventure,Horror,M
Volition,Third-Person,Modern,M
LucasArts,Sci-Fi,General,
Kerberos,Sci-Fi,Sci-Fi,
Jaleco,Real-Time,Fantasy,T
Magic,Alternative,Other,E
Acclaim,Driving,Racing,E
Opus,Fighting,3D,T
Asobism,General,General,E
Warner,Role-Playing,Western-Style,M
Black,Action Adventure,Survival,M
Brainseed,Platformer,2D,
1C,General,Military,
Armature,General,Fantasy,T
Obsidian,First-Person,Western-Style,M
Atomic,Puzzle,General,E
Ubisoft,Flight,Combat,T
Creative,General,Fantasy,M
Warhorse,General,Action RPG,M
Cyanide,Turn-Based,Tactics,M
The,Sci-Fi,General,
Phil,General,General,
EA,Soccer,Sim,E
HAL,General,General,E
The,3D,First-Person,T
Telltale,General,Adventure,M
Zen,Pinball,Pinball,
Microvision,Role-Playing,Japanese-Style,T
Bethesda,First-Person,Western-Style,M
EA,Racing,Stock Car,E
Nintendo,General,General,
Hudson,2D,3D,
Telltale,Fantasy,Third-Person,
Solar,Action Adventure,General,
Hato,General,Visual Novel,
Devils,Third-Person,Tactical,M
Eden,General,Automobile,T
Robotality,Turn-Based,Tactics,
Juice,Driving,Racing,T
Nintendo,,,E
Visual,Sim,Sim,E
Nd,Party,Party,E
Mitchell,Puzzle,General,E
Relentless,,,
Double,Action RPG,Japanese-Style,
Juice,Simulation,Automobile,T
Digital,Action Adventure,Modern,M
Fallen,Sandbox,Open-World,
704Games,Simulation,Automobile,
Big,Adventure,General,M
Grasshopper,Adventure,Visual Novel,M
Ganbarion,Action,General,T
Moving,Action,General,
Kraken,Shooter,Rail,
Frozen,Role-Playing,Action RPG,
Scott,Action,General,
Ubisoft,Historic,Open-World,M
Infinitap,Action Adventure,Survival,
Visual,Sim,Sim,E
Torpex,Matching,Matching,E
From,General,Historic,M
Krome,Action,General,T
Ubisoft,Edutainment,Edutainment,E
Ubisoft,Edutainment,Edutainment,E
Amaze,3D,3D,E
Digital,Miscellaneous,Compilation,E
Paradigm,Third-Person,Sci-Fi,T
KCEJ,Miscellaneous,Card Battle,E
XXV,First-Person,Modern,T
Tecmo,Alternative,Horse Racing,E
Climax,Driving,Racing,E
Pandemic,Real-Time,Fantasy,T
Gigawatt,General,Management,E
Lost,Action,General,E
Rayland,Small Spaceship,Combat,E
Capcom,Action Adventure,Fantasy,T
Hijinx,Turn-Based,Tactics,T
Frontier,Action Adventure,Modern,E
Arkedo,2D,2D,T
Eurocom,Platformer,3D,
Double,2D,2D,T
Gust,,,
Nitro,General,Command,T
The,3D,First-Person,T
Aspyr,General,General,E
VRESKI,Shooter,Top-Down,
Zoonami,Logic,Logic,E
SCEA,Sim,Sim,E
Snowblind,Role-Playing,Action RPG,T
Radical,Alternative,Snowboarding,T
OhNoo,,,
Ghost,Simulation,Automobile,T
Vivendi,Platformer,3D,
Funatics,Military,Tactics,T
Nival,Historic,Tactics,
Team,Sci-Fi,Arcade,T
Electronic,Action Adventure,Fantasy,
Frozenbyte,Platformer,2D,
Cyanide,Role-Playing,General,M
VooFoo,Individual,Billiards,E
Examu,Fighting,2D,T
FLOW,General,Command,
Jupiter,Puzzle,Logic,E
Creat,General,Fantasy,T
Wow,,,M
Torus,Platformer,2D,E
EA,Racing,Arcade,E
Gray,Sci-Fi,General,
Blitz,Miscellaneous,General,E
10tons,Top-Down,Vertical,T
Rare,Racing,Kart,E
Nintendo,Edutainment,Edutainment,E
Kylotonn,Simulation,Automobile,E
EA,Miscellaneous,General,E
Page,Skateboarding,Skateboarding,T
Team,General,General,
Empire,Miscellaneous,Compilation,T
Capcom,Action Adventure,Survival,M
Rebellion,Sci-Fi,Arcade,M
Grundislav,Adventure,General,
Fatshark,Historic,Arcade,M
Kylotonn,Arcade,Automobile,E
Oasis,Puzzle,Action,E
Jutsu,Virtual,Career,
Gamious,Puzzle,Action,E
Rockstar,Other,Tennis,E
Chaos,Sci-Fi,Tactics,
SCEE,Rhythm,Dancing,
Gearbox,Music,Music,E
Lionhead,Role-Playing,Action RPG,M
Irrational,Sci-Fi,Arcade,M
Neko,Virtual,Virtual Life,E
Mommy,Sci-Fi,Arcade,M
Click,Action RPG,Action RPG,M
Nintendo,,,
Owl,Adventure,General,
Wargaming,Sci-Fi,General,T
Kylotonn,Arcade,Automobile,E
ClockStone,Action RPG,Action RPG,T
Her,General,General,E
From,Modern,Linear,M
Valuewave,Platformer,2D,E
Marvelous,Board Games,Board Games,E
Pam,Tennis,Tennis,E
Telltale,Adventure,Linear,
WayForward,Third-Person,Fantasy,T
Tango,Horror,Survival,M
Behaviour,General,Historic,
EnjoyUp,Rail,Rail,T
Little,Music,Music,E
Daedalic,Action Adventure,General,
Torus,2D,2D,
Ubisoft,Action Adventure,Modern,T
Electronic,Alternative,Other,E
Acclaim,Basketball,Arcade,E
Nfusion,Historic,Arcade,M
Crawfish,Racing,Formula One,E
Ubisoft,Action Adventure,Fantasy,T
Blue,Tactics,Sci-Fi,T
Warashi,General,General,E
Electronic,Platformer,3D,T
Milestone,Street,Street,E
Milestone,Arcade,Automobile,E
Snowblind,Role-Playing,Action RPG,T
Kadokawa,Adventure,Visual Novel,
Marvelous,General,Fantasy,T
5TH,2D,2D,
GameCrafterTeam,Third-Person,Arcade,T
White,3D,First-Person,T
Factoria,Platformer,3D,T
Bandai,General,Trainer,E
Big,General,General,
Greenheart,Management,Tycoon,
Taito,Action RPG,Action RPG,E
Namco,Tennis,Tennis,E
Telltale,3D,Third-Person,T
Gamious,Puzzle,Action,E
One,Action,2D,T
Ensemble,Historic,Command,T
Ninja,General,Modern,T
Mitchell,Matching,General,E
Krome,Action Adventure,Fantasy,
Krome,Action Adventure,Fantasy,
Tequila,2D,2D,M
2K,Tactical,Arcade,M
Sting,General,Tactics,T
Vicious,Sci-Fi,Arcade,T
Joystick,Role-Playing,Japanese-Style,
Big,Real-Time,General,
Phantom,Action,Pinball,T
Cyanide,Biking,Biking,
Knowledge,Edutainment,Edutainment,E
Tomorrow,Puzzle,Action,
Black,Simulation,Automobile,T
Eurocom,Platformer,3D,
Falcom,Role-Playing,General,
Arika,Scrolling,Vertical,E
Tri,Role-Playing,Japanese-Style,T
Backbone,3D,3D,T
Activision,General,General,
EA,Basketball,Sim,E
Acclaim,Racing,Futuristic,T
Capcom,Action Adventure,Fantasy,M
Jaleco,Turn-Based,Fantasy,T
Acclaim,First-Person,Sci-Fi,M
Xicat,Shooter,Rail,T
,Modern,Top-Down,M
Yuke,Combat,Wrestling,T
BioWare,Action RPG,Action RPG,M
Juice,Driving,Racing,T
Sonic,Role-Playing,Action RPG,T
Monolith,Action Adventure,Open-World,M
Milestone,Other,Motocross,E
Piranha,Sci-Fi,Arcade,
Erik,General,General,E
Taito,Shooter,Top-Down,
Beautiful,Management,Management,
Bluepoint,Static,Top-Down,E
Sony,Action RPG,Action RPG,T
High,,,M
SNK,Miscellaneous,Compilation,T
Paradigm,Third-Person,Sci-Fi,T
Capcom,2D,2D,T
Tokyo,Action RPG,Japanese-Style,T
Harmonix,Rhythm,Music,E
Sumo,Tennis,Tennis,E
Gazillion,Role-Playing,Massively Multiplayer,T
Vanpool,General,General,
Lexis,General,General,T
WayForward,Role-Playing,Action RPG,
Multiverse,Action Adventure,General,
Avalanche,Platformer,3D,
GlyphX,Action Adventure,Sci-Fi,T
Taleworlds,Western-Style,Fantasy,T
Neko,Logic,Logic,T
Telltale,,,
Red,Action Adventure,Survival,M
Free,,,
From,Mech,Combat,T
Can,Adventure,General,
Torpex,General,General,E
Proper,General,General,E
Hangar,Action Adventure,Open-World,M
Fun,Shooter,Top-Down,T
Hijinx,Puzzle,General,E
Digital,Action Adventure,Sci-Fi,E
Freedom,Military,General,T
Anchor,Fighting,Wrestling,T
Game,,,T
Fireglow,General,Historic,T
Capcom,Fighting,2D,T
Anchor,Fighting,Wrestling,T
Blue,Management,Tycoon,E
Blitz,Action Adventure,Fantasy,E
Media,General,Japanese-Style,E
Bandai,Fighting,3D,T
Avalanche,Action Adventure,Open-World,M
Ironward,Shooter,Top-Down,
Wizard,Action Adventure,General,T
Best,Military,Tactics,T
Funcom,Action Adventure,Survival,M
Nippon,Role-Playing,Action RPG,
Sonic,Puzzle,General,T
Stormregion,Sci-Fi,General,T
Solar,Action Adventure,General,
Milestone,General,Automobile,E
10tons,Action,General,T
Wolf,Platformer,2D,M
Milestone,Driving,Racing,
Backbone,Action,2D,T
Shark,Strategy,General,
Croteam,Sci-Fi,Arcade,M
Gojira,Platformer,2D,
Gloomywood,Action Adventure,General,M
n,3D,3D,
Grip,Action,General,
City,Role-Playing,Action RPG,M
CreativeForge,Sci-Fi,General,
Frontier,Strategy,Management,T
Malfador,Sci-Fi,General,E
Seta,Third-Person,Fantasy,M
B,Role-Playing,Trainer,
AWE,Third-Person,Modern,T
Karin,Adventure,Visual Novel,M
Perfectly,Role-Playing,General,T
Techland,Virtual,Career,E
10tons,Puzzle,Matching,E
10tons,Puzzle,Matching,E
Neptune,Real-Time,Defense,
Ubisoft,Puzzle,Stacking,E
Proxy,Sci-Fi,General,
Volition,Modern,Open-World,M
System,Action RPG,Action RPG,T
Digital,Modern,Arcade,
SpiderMonk,General,General,E
Sting,General,General,T
iWin,Matching,General,E
Radical,Car Combat,Automobile,
Luxoflux,Modern,Open-World,M
EA,First-Person,Historic,T
Just,Fighting,3D,T
Rage,Vehicle,Combat,M
Acclaim,Action Adventure,Horror,M
Clockwork,Racing,Arcade,E
Tamsoft,Action,General,M
Alfa,Scrolling,Vertical,T
Shaba,,,
Game,Platformer,2D,T
Compile,General,Tactics,T
Kyy,Role-Playing,General,
Bandai,Skiing,Skiing,E
Mercury,Real-Time,MOBA,M
Bethesda,First-Person,Western-Style,M
No,Action Adventure,General,E
Konami,Rhythm,Music,
Ganbarion,Fighting,3D,T
,Action,2D,
Bandai,General,Action RPG,T
Namco,Third-Person,Sci-Fi,T
Demiurge,General,General,M
Telltale,Modern,Modern,M
Capcom,Sci-Fi,Arcade,T
10tons,Shooter,Top-Down,T
Konami,Horror,Survival,M
Altar,Sci-Fi,Sci-Fi,T
Konami,Traditional,Boxing,T
Rage,Sci-Fi,Arcade,T
Arc,Fighting,2D,T
Pandemic,General,Fantasy,T
Crystal,Action Adventure,Horror,M
Visual,Motorcycle,Street,E
Marionette,Flight,WWII,E
PopTop,General,Historic,T
Her,General,Modern,E
Tantalus,Virtual,Virtual Life,E
Mouldy,Action,General,T
Compile,Turn-Based,Card Battle,M
Robomodo,Skating,Skating,T
Konami,Static,Top-Down,M
EA,Sim,Sim,E
Cave,2D,2D,T
Koei,Action Adventure,Survival,M
SEMISOFT,Role-Playing,Japanese-Style,
The,Adventure,General,
Over,2D,2D,E
Cattle,Role-Playing,Japanese-Style,
Konami,Action,Arcade,
Lichthund,Action Adventure,General,T
Eden,General,Japanese-Style,
SNK,Shooter,Horizontal,T
Ubisoft,Compilation,Compilation,M
Stormcloud,Action Adventure,General,T
Unigine,General,Modern,
AtGames,Miscellaneous,Compilation,E
Level,Action,3D,
Milestone,Arcade,Automobile,E
Spike,Action Adventure,General,M
Games,Role-Playing,Action RPG,M
BetaDwarf,Role-Playing,Action RPG,
Tamsoft,Action,General,M
Ubisoft,Party,Party,
Vivendi,Platformer,3D,
Racjin,,,T
Buzz,Modern,Linear,T
Grasshopper,General,General,M
Sega,Individual,Athletics,E
PolyKnight,Flight,Civilian,E
Heavy,Platformer,3D,
Serenity,Platformer,2D,
Division2,Action,2D,
BioWare,Role-Playing,Western-Style,
Edge,Platformer,3D,E
Liquid,General,Fantasy,T
Frontier,Platformer,3D,E
Micro,Simulation,Ship,T
LucasArts,Third-Person,Sci-Fi,T
Gameloft,Action RPG,Action RPG,T
InLight,General,General,
Tecmo,Music,Music,E
Avalanche,Action Adventure,Modern,M
Gust,Role-Playing,General,
505,Action Adventure,Survival,M
OSome,Action Adventure,Survival,M
Rebellion,Historic,Historic,M
Compulsion,Action Adventure,General,M
Dan,3D,First-Person,T
Sega,2D,2D,E
Point,Parlor,Gambling,T
Interceptor,Modern,Arcade,M
Lunar,3D,Third-Person,E
Dracue,Shooter,Horizontal,
Urban,Vehicle,Train,
Sigma,General,General,M
Bethesda,Role-Playing,Western-Style,M
Frictional,Horror,Survival,M
Zipper,Modern,Arcade,M
Strawdog,General,General,E
Traveller,Simulation,Automobile,E
Koei,Strategy,General,M
Cavia,Action RPG,Action RPG,M
Climax,General,Linear,T
Vitamin,Puzzle,General,E
Cococucumber,Action,General,
Tate,Vehicle,Combat,T
Juggler,Platformer,2D,
Brainy,Platformer,2D,
Milestone,Other,Motocross,E
Ivent,General,Fantasy,
WXP,Fantasy,Arcade,
Ino,Fantasy,Tactics,T
Nippon,Role-Playing,General,M
Xpec,3D,3D,E
Bandai,General,Trainer,E
Steedie,Strategy,General,
Volition,Modern,Arcade,M
Treyarch,General,General,T
Iron,General,General,
The,Adventure,General,
SCE,Music,Dancing,E
Sproing,Historic,Tactics,
Venom,Traditional,Boxing,T
Capcom,Role-Playing,Action RPG,E
Poponchi,Alternative,Skateboarding,T
Koei,,,T
Pyro,Real-Time,Historic,T
Monolith,First-Person,Modern,T
Barnhouse,Racing,Kart,E
Team,Sci-Fi,Arcade,T
Yuke,Combat,Wrestling,T
Ubisoft,Historic,Open-World,M
Grendel,Action,General,
Nippon,General,General,E
Left,Motocross,Motocross,E
Tantalus,Management,Government,E
Gust,Role-Playing,Action RPG,T
iSquared,General,General,E
Team,General,Fantasy,
Deep,Horror,Survival,M
Planet,Action,General,E
Destineer,Modern,Modern,T
Zen,Music,Music,T
Gameloft,Modern,Modern,T
Ubisoft,General,Linear,T
Capy,Action,General,
Oovee,Automobile,Civilian,E
Ubisoft,Historic,Open-World,M
Frozenbyte,Role-Playing,Action RPG,
Telltale,,,M
Penny,Action,General,E
Nucleosys,General,General,T
Team,3D,3D,M
Epics,Music,Music,E
Digital,Action,General,
GameCo,General,General,M
Arberth,Modern,Modern,T
FASA,Fantasy,Arcade,M
Rebellion,Tactical,Historic,M
Nine,Role-Playing,General,M
LKA,3D,First-Person,M
id,First-Person,Sci-Fi,M
Milestone,Arcade,Automobile,E
10tons,Puzzle,Matching,E
Night,First-Person,Arcade,
ROIGAMES,Action Adventure,Survival,T
Griptonite,Turn-Based,Fantasy,T
EA,Action Adventure,Fantasy,E
Small,Alternative,Wakeboarding,E
Konami,Miscellaneous,Card Battle,E
Dimps,Fighting,3D,T
Crave,Fighting,3D,T
Point,Soccer,Arcade,E
Virtucraft,Action,Flight,E
3DO,General,General,E
Egosoft,Small Spaceship,Combat,T
TT,General,Linear,
Arika,Rhythm,Music,E
Altar,Sci-Fi,General,T
Eutechnyx,Stock Car,Automobile,E
RailSimulator,Vehicle,Train,E
Epicenter,Virtual,Career,
13AM,Platformer,2D,
TwoPM,Adventure,General,
10tons,Shooter,Top-Down,T
Rockstar,Action Adventure,Horror,M
Limbic,Turn-Based,General,T
Dialogue,First-Person,Sci-Fi,
Point,Gambling,Gambling,T
Amaze,Music,Music,E
Skyshine,Turn-Based,General,
Telltale,,,M
TOSE,Role-Playing,Japanese-Style,
EA,Sim,Sim,E
Global,General,General,E
Vicarious,General,Linear,T
Rainbow,Simulation,Automobile,E
EA,Sim,Sim,E
Illusion,Historic,Historic,M
Nippon,General,Japanese-Style,T
Frostwood,Adventure,General,
